drug_name,nafdac_number,manufacturer,batch_number,barcode,label,note
DEMO Ibuprofen 200mg,A4-70712,Example Laboratories Ltd,B63462,2657261680240,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A11-3753,Demo Life Sciences Ltd,B60833,2248368428429,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-42275,Example Healthcare Ltd,B98810,6877572258876,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A4-7151,Demo Life Sciences Ltd,B19264,8396834166087,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,04-6418,Example Healthcare Ltd,B13533,7765536922961,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Vitamin C 100mg,A4-40712,Example Laboratories Ltd,B48396,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Ibuprofen 200mg,A4-89328,Sample Health Nigeria Ltd,B85139,1447648889689,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-6361,Demo Pharma Nigeria Ltd,B,5413585755336,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Ibuprofen 200mg,A4-92972,Sample Health Nigeria Ltd,B47045,7808220466799,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A11-9724,Example Laboratories Ltd,B26000,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Amoxicillin 500mg,A4/ABC,Sample Remedies Ltd,B95327,2010576068202,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Cetirizine 10mg,A4-45386,Sample Health Nigeria Ltd,B37641,6476053328143,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,04-3537,Sample Health Nigeria Ltd,B45428,7861616557341,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-5985,Demo Life Sciences Ltd,B31726,3360620446469,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-4235,Demo Life Sciences Ltd,B77782,4019013333543,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,04-3535,Demo Pharma Nigeria Ltd,B99881,3650944184109,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-4104,Sample Remedies Ltd,B99534,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,04-3952,Demo Life Sciences Ltd,B13602,9261482514604,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-35288,Demo Pharma Nigeria Ltd,B81498,8774424552372,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,A4-15504,Demo Life Sciences Ltd,B23174,6420473698129,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Cetirizine 10mg,04-4641,Example Laboratories Ltd,B33573,3220805253494,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,04-3128,Example Healthcare Ltd,B79803,ABC123456789,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Ibuprofen 200mg,A11-8640,Sample Remedies Ltd,B72730,8818711982230,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4/ABC,Sample Remedies Ltd,B16247,7510685528461,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO @@@ 500mg,A4-65442,Example Healthcare Ltd,B52882,7778422171187,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Zinc 20mg,A4-37009,Example Healthcare Ltd,B93546,6360736762091,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-79783,Example Laboratories Ltd,B47388,1695394272282,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A4-78621,Sample Remedies Ltd,B89603,9566492038276,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-1271,Example Laboratories Ltd,B12108,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Cetirizine 10mg,04-7493,Demo Pharma Nigeria Ltd,B68518,7136104077726,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO @@@ 500mg,04-8049,Example Healthcare Ltd,B62771,2972050066761,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Amoxicillin 500mg,A11-2716,Example Healthcare Ltd,B31418,8011933648608,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-8431,Sample Remedies Ltd,B36009,6056900514036,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A11-3809,Demo Pharma Nigeria Ltd,B51733,4903614763186,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A11-2810,Example Healthcare Ltd,12,1367520376076,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,A4-16807,Example Laboratories Ltd,,5974759396651,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Amoxcillin 500mg,04-3980,Example Healthcare Ltd,B55219,3408838615538,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Amoxicillin 500mg,A11-9638,Example Laboratories Ltd,B75457,5216905265276,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-76630,Demo Pharma Nigeria Ltd,B13984,4463151714960,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO @@@ 500mg,04-3667,Demo Pharma Nigeria Ltd,B10548,9392248462023,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Metronidazole 400mg,A4-81296,Sample Health Nigeria Ltd,B23204,4215780845894,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A4-83167,Example Healthcare Ltd,B48423,7585055051209,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-4388,Example Healthcare Ltd,B14145,2399912199435,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-3186,Demo Pharma Nigeria Ltd,B83682,999999999999999,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Vitamin C 100mg,A4-4871,Sample Remedies Ltd,B76209,5010400267311,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-18489,Demo Life Sciences Ltd,,2570971452177,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Paracetamol 500mg,A4/ABC,Demo Life Sciences Ltd,B48982,1571800134657,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Paracetamol 500mg,A11-8287,Demo Pharma Nigeria Ltd,B19559,7659492068635,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,A11-4344,Example Laboratories Ltd,B51699,5665425825492,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,04-7145,Demo Life Sciences Ltd,B15663,9500327706903,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-6929,Demo Pharma Nigeria Ltd,B92912,5058546839949,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-4295,Example Laboratories Ltd,B12333,1002829776796,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-6634,Sample Health Nigeria Ltd,B33424,8924724787232,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetomol 500mg,A11-8543,Demo Life Sciences Ltd,B77128,3813499610057,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Vitamin C 100mg,A11-3048,Sample Health Nigeria Ltd,B41924,9678916781962,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A4-12158,Demo Life Sciences Ltd,B32940,2540844480190,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-5288,Demo Life Sciences Ltd,B40684,4262669936233,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-54180,Sample Health Nigeria Ltd,B80736,6323389066715,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A4-18428,Sample Remedies Ltd,B75849,ABC123456789,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Amoxicillin 500mg,A11-3245,Sample Remedies Ltd,B23102,6131737348289,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-3756,Sample Remedies Ltd,,3535304783487,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Amoxicillin 500mg,A4-84300,Demo Pharma Nigeria Ltd,B95910,8295045491062,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A4-30489,Demo Life Sciences Ltd,B85379,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Cetirizine 10mg,A4-2458,Sample Remedies Ltd,B-XYZ,1009467753043,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,04-6594,Demo Life Sciences Ltd,12,3610430602962,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Metronidazole 400mg,A11-4151,Demo Pharma Nigeria Ltd,B50930,3590752604416,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-56434,Example Healthcare Ltd,B30622,8911034963223,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-63252,Sample Remedies Ltd,B70332,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO @@@ 500mg,04-2405,Example Healthcare Ltd,B93191,3224073595320,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Amoxicillin 500mg,04-5510,Demo Life Sciences Ltd,B89130,2332298980922,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-67996,Sample Health Nigeria Ltd,B86405,12345,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Ibuprofen 200mg,A4-33109,Example Laboratories Ltd,B77691,7284180465902,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,04-1624,Example Laboratories Ltd,B76507,9555295456440,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A4-79321,Demo Life Sciences Ltd,B54057,6523424350532,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Artemether 20mg,A11-12X,Demo Life Sciences Ltd,B61724,6128558994087,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Zinc 20mg,04-5784,Demo Pharma Nigeria Ltd,B47234,6170208933441,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,04-4868,Demo Pharma Nigeria Ltd,B36064,9193711058483,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A11-7380,Demo Pharma Nigeria Ltd,B15179,6381554618077,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-63084,Demo Pharma Nigeria Ltd,B,3582044414490,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Amoxicillin 500mg,04-1618,Demo Pharma Nigeria Ltd,B49640,8520699331479,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,A11-9337,Sample Remedies Ltd,B34962,6774811110204,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,NAFDAC-XYZ-000,Sample Health Nigeria Ltd,B64691,7613646885863,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Metronidazole 400mg,A4-15907,Example Healthcare Ltd,B31444,2617945370154,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,A11-7401,Sample Health Nigeria Ltd,B20189,7018252865590,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Vitamin C 100mg,A4-78610,Demo Pharma Nigeria Ltd,,4523037972281,suspicious,Synthetic demonstration record; injected issue: bad_batch.
DEMO Vitamin C 100mg,04-1731,Example Healthcare Ltd,B66043,3047939819375,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Zinc 20mg,A11-7601,Sample Remedies Ltd,B35207,8950430638822,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,04-9205,Example Healthcare Ltd,B42434,3598669317157,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,A11-5710,Example Laboratories Ltd,B24292,7720523886625,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-7263,Example Healthcare Ltd,B57552,2170417960763,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxcillin 500mg,04-6536,Example Healthcare Ltd,B63895,6914527825816,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Ibuprofen 200mg,A4-90474,Example Laboratories Ltd,B42551,5942265191969,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Cetirizine 10mg,A4-84103,Demo Pharma Nigeria Ltd,B98887,7789880748042,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,04-4784,Demo Life Sciences Ltd,B43570,2559778839063,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Ibuprofen 200mg,NAFDAC-XYZ-000,Demo Pharma Nigeria Ltd,B78243,2757494621859,suspicious,Synthetic demonstration record; injected issue: bad_nafdac.
DEMO Zinc 20mg,A4-85704,Example Healthcare Ltd,B59107,1950089162627,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Amoxicillin 500mg,04-8685,Example Laboratories Ltd,B10529,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Paracetamol 500mg,04-7826,Sample Remedies Ltd,B84129,1874913740064,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Metronidazole 400mg,04-1518,Demo Life Sciences Ltd,B18040,000000000000,suspicious,Synthetic demonstration record; injected issue: bad_barcode.
DEMO Paracetomol 500mg,04-6765,Demo Life Sciences Ltd,B79503,5954415217974,suspicious,Synthetic demonstration record; injected issue: odd_text.
DEMO Vitamin C 100mg,04-9769,Example Healthcare Ltd,B56339,9970810058297,genuine_like,Synthetic demonstration record with internally consistent formatting.
DEMO Paracetamol 500mg,04-8998,Example Laboratories Ltd,B78704,1579188535448,genuine_like,Synthetic demonstration record with internally consistent formatting.
